name, car_number, opposing_car, overall_time, time_penalty, location, penalty_points, session, reason, ISC_code

Yuki Tsunoda, 22, 24, 16:18, 00:05, turn 1, 1, race, "The Stewards reviewed video, and in-car video evidence. Car 24 was in front at and after the apex of Turn 1 and hence under the Driving Standards Guidelines was entitled to racing room. Car 22 moved across to the outside of the corner, forcing Car 24 off the track.", "Infringment Breach of Appendix L, Chapter IV Article 2b of the Internation Sporting Code"
